,acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
3165,0.127,['Keith Urban'],0.6459999999999999,323467.0,5.391116666666666,0.887,0.0,0qup7d7G2WffwARHKrqT2x,0.000259,9.0,0.0698,-4.452,1.0,Somebody Like You,61.0,2007-01-01,0.0381,110.963,0.522,2007.0
3166,0.115,['Kenny Chesney'],0.604,285280.0,4.754666666666666,0.605,0.0,6reuJxDtjebwc9FB6rNpp0,1.22e-05,4.0,0.305,-8.516,1.0,Don't Blink,59.0,2007-09-11,0.0352,147.925,0.647,2007.0
3167,0.00479,['Linkin Park'],0.534,290360.0,4.839333333333333,0.393,0.0,0OYcEfskah1egYHjYRvbg1,0.0107,11.0,0.107,-7.813,1.0,Shadow of the Day,66.0,2007-05-14,0.0292,110.007,0.0641,2007.0
3168,0.0244,['Avenged Sevenfold'],0.486,480707.0,8.011783333333334,0.8809999999999999,1.0,1BLfQ6dPXmuDrFmbdfW7Jl,0.0,2.0,0.429,-5.6229999999999976,0.0,A Little Piece of Heaven,66.0,2007-10-26,0.0474,144.997,0.667,2007.0
3169,0.00149,['Five Finger Death Punch'],0.322,268667.0,4.477783333333333,0.812,1.0,5lVBP1Ztfbw41KoZlTPfZg,0.0,0.0,0.0986,-5.568,0.0,The Bleeding,58.0,2007-07-31,0.0505,159.933,0.124,2007.0
3170,0.774,['Radiohead'],0.5379999999999999,318187.0,5.303116666666667,0.61,0.0,4Iyo50UoYhuuYORMLrGDci,0.7490000000000001,11.0,0.0909,-8.027000000000001,0.0,Weird Fishes/ Arpeggi,66.0,2007-12-28,0.0392,152.999,0.199,2007.0
3171,0.355,['Queens of the Stone Age'],0.7040000000000001,290493.0,4.84155,0.8109999999999999,0.0,0Cgd3CK6D2hhbwmLRvtscH,0.000189,9.0,0.13,-5.308,1.0,Make It Wit Chu,59.0,2007-01-01,0.0277,91.97,0.578,2007.0
3172,9.4e-06,['Three Days Grace'],0.373,186893.0,3.1148833333333332,0.737,0.0,1RtnIF8uRwTLxmcR87V6Wo,0.0,1.0,0.0696,-5.282,1.0,Just Like You,60.0,2007-12-25,0.0297,177.9,0.565,2007.0
3173,0.00485,['Maroon 5'],0.8029999999999999,211080.0,3.5180000000000002,0.851,1.0,1lHXlGlve5Zx8tXLhyjDwM,0.00035800000000000003,7.0,0.0577,-2.4290000000000003,1.0,Makes Me Wonder,57.0,2007-01-01,0.0357,113.996,0.8809999999999999,2007.0
3174,3.5600000000000005e-05,['Avenged Sevenfold'],0.378,234093.0,3.90155,0.959,0.0,0DkmhHO4yyqCJFjosmmWPU,0.000138,6.0,0.102,-4.615,1.0,Almost Easy,62.0,2007-10-26,0.062,174.93200000000004,0.338,2007.0
3175,0.379,['Keith Urban'],0.55,231293.0,3.8548833333333334,0.5429999999999999,0.0,0lZxd99ZIjA0zUdQAY3FXr,0.0,2.0,0.0927,-8.395,1.0,You'll Think Of Me - Single Version,58.0,2007-01-01,0.0408,82.76100000000002,0.562,2007.0
3176,0.189,['Avril Lavigne'],0.458,240493.0,4.008216666666667,0.7190000000000001,0.0,54JKnDB3CzVu8wNAOM27BI,0.0,4.0,0.228,-3.921,0.0,When You're Gone,69.0,2007-04-17,0.0323,142.032,0.168,2007.0
3177,0.312,['Adele'],0.621,210507.0,3.5084500000000003,0.473,0.0,71WAtDcWVYMoCsblD2uQXx,0.0,5.0,0.11,-6.07,0.0,Chasing Pavements,62.0,2008-01-28,0.0251,80.027,0.325,2008.0
3178,0.000233,['Disturbed'],0.463,231573.0,3.85955,0.962,0.0,5cxp9kjCFyJwzv3lzeX7ku,0.109,7.0,0.0906,-6.43,1.0,Inside the Fire,66.0,2008-04-29,0.0704,94.003,0.66,2008.0
3179,0.000254,['Shinedown'],0.516,336113.0,5.601883333333333,0.884,0.0,1PLMK1ui86iHHG3FM1N7ue,0.00034700000000000003,2.0,0.0478,-3.706,0.0,Diamond Eyes (Boom-Lay Boom-Lay Boom),65.0,2008-06-24,0.0448,107.96,0.448,2008.0
3180,0.551,['Zac Brown Band'],0.55,229280.0,3.8213333333333335,0.402,0.0,2oAGUpLorRToXExl2FtUVy,1.3800000000000007e-05,3.0,0.105,-7.195,1.0,Highway 20 Ride,61.0,2008-11-17,0.0339,76.105,0.428,2008.0
3181,0.35600000000000004,['George Strait'],0.568,176227.0,2.937116666666667,0.621,0.0,4qjmnM1aYvayCTDd0uuRKH,0.0005769999999999999,11.0,0.274,-6.395,1.0,Troubadour,60.0,2008-01-01,0.0261,136.094,0.34600000000000003,2008.0
3182,0.259,['Alan Jackson'],0.73,246080.0,4.101333333333334,0.684,0.0,5RuCWf4bJC0rqA05b7nWfd,1.53e-06,9.0,0.111,-10.803,1.0,Country Boy,64.0,2008-11-05,0.0351,139.037,0.564,2008.0
3183,0.00569,['Lady Gaga'],0.894,216333.0,3.60555,0.6779999999999999,0.0,0TcJ7QWpggdSg8t0fHThHm,2.43e-06,6.0,0.317,-5.6110000000000015,0.0,LoveGame,62.0,2008-01-01,0.0523,105.024,0.8440000000000001,2008.0
3184,0.012,['Slipknot'],0.544,276147.0,4.60245,0.69,0.0,3RptaQ5Xb8WvtpItZ2f9Hi,0.0095,6.0,0.0615,-5.723,0.0,Snuff,69.0,2008-08-22,0.0425,123.962,0.219,2008.0
3185,0.0192,['Britney Spears'],0.7170000000000001,216520.0,3.6086666666666667,0.5870000000000001,0.0,2hdy9Wt9qp7M7d0U3ossu2,0.0,4.0,0.0523,-7.296,0.0,If U Seek Amy,68.0,2008-12-02,0.0339,129.954,0.544,2008.0
3186,0.067,['Taylor Swift'],0.556,294333.0,4.905550000000001,0.6509999999999999,0.0,4t0OI7XrODjSkAu3bTPmWj,0.0,7.0,0.145,-4.396,1.0,Fifteen,59.0,2008-11-11,0.0266,95.485,0.203,2008.0
3187,0.438,['Shinedown'],0.413,222200.0,3.703333333333333,0.445,0.0,2nBWxgSZ79w9l6t2rUg6pl,0.0,1.0,0.111,-7.258999999999999,0.0,Call Me,62.0,2008-06-24,0.025,95.562,0.117,2008.0
3188,0.0383,['Beyoncé'],0.426,193213.0,3.2202166666666665,0.584,0.0,2ZBNclC5wm4GtiWaeh0DMx,0.0,1.0,0.188,-5.292999999999998,1.0,Single Ladies (Put a Ring on It),64.0,2008-11-14,0.29600000000000004,193.437,0.272,2008.0
3189,0.00171,['Fall Out Boy'],0.55,214493.0,3.574883333333333,0.938,0.0,7ewT0nLFkMD8ONbRibePr9,2.18e-05,11.0,0.555,-3.556,0.0,I Don't Care - Single Version,59.0,2008-01-01,0.0522,133.99,0.433,2008.0
3190,0.00137,['Nickelback'],0.6629999999999999,219253.0,3.6542166666666662,0.977,0.0,6wO0vMRAJB0r1lEWBJZNOq,1.77e-05,0.0,0.173,-3.024,1.0,Something in Your Mouth,63.0,2008-10-28,0.0575,129.975,0.746,2008.0
3191,0.00269,['Slipknot'],0.568,284120.0,4.735333333333333,0.981,0.0,3RAFcUBrCNaboRXoP3S5t1,0.00275,2.0,0.0243,-3.889,1.0,Psychosocial,67.0,2008-08-20,0.0887,135.14600000000002,0.307,2008.0
3192,0.363,['Zac Brown Band'],0.7559999999999999,222533.0,3.708883333333333,0.7959999999999999,0.0,3R8XBHHIhlzJo65YFgp0Z2,1.56e-06,1.0,0.0496,-5.047,1.0,Where the Boat Leaves From,59.0,2008-11-17,0.039,92.008,0.8170000000000001,2008.0
3193,0.0355,['Alan Jackson'],0.652,306773.0,5.1128833333333334,0.767,0.0,6lyKOW0FNW6aAZdKVgoM8m,6.92e-06,9.0,0.397,-10.445,1.0,Good Time,61.0,2008-11-05,0.0372,132.017,0.73,2008.0
3194,0.305,['Taylor Swift'],0.578,234427.0,3.9071166666666666,0.34,0.0,6wn61Fzx9XMxQmieLpoIhW,0.0,0.0,0.104,-8.027000000000001,1.0,White Horse,58.0,2008-11-11,0.0264,92.702,0.223,2008.0
3195,0.04,['Taylor Swift'],0.594,241987.0,4.0331166666666665,0.7120000000000001,0.0,6Eu31gddWw0gOGO506pJYA,0.0,5.0,0.309,-4.418,1.0,Fearless,58.0,2008-11-11,0.0273,99.972,0.476,2008.0
3196,0.000354,['Nickelback'],0.536,252653.0,4.210883333333333,0.89,0.0,06T10fEzN8ZCcqzQZYA184,0.00165,0.0,0.133,-5.222,1.0,Gotta Be Somebody,63.0,2008-10-28,0.0601,115.998,0.205,2008.0
3197,0.469,['Kings of Leon'],0.398,237480.0,3.9579999999999997,0.768,0.0,1O8d2pWtBclzuY3FctBPVa,2.02e-05,11.0,0.106,-4.624,0.0,Closer,65.0,2008-09-23,0.0392,108.685,0.235,2008.0
3198,0.0726,['Toby Keith'],0.64,205920.0,3.432,0.835,0.0,7LimFGKop84KMDutqYaNIF,3.11e-06,0.0,0.132,-4.806,1.0,How Do You Like Me Now?!,58.0,2008-01-01,0.0413,109.497,0.7040000000000001,2008.0
3199,0.00113,['Lil Wayne'],0.769,199427.0,3.323783333333333,0.66,1.0,58PWl2rA7lU90UBvDufzWm,0.0,9.0,0.078,-7.375,1.0,3 Peat,58.0,2008-06-10,0.331,153.092,0.471,2008.0
3200,0.000666,['Three Days Grace'],0.578,193107.0,3.21845,0.897,0.0,4urxRqBRiaH0i20OKBsgxc,0.0,0.0,0.0924,-3.906,1.0,Break,64.0,2009-09-22,0.0357,115.491,0.737,2009.0
3201,0.0631,['Justin Bieber'],0.691,215867.0,3.597783333333333,0.853,0.0,6eDApnV9Jdb1nYahOlbbUh,7.13e-05,1.0,0.08199999999999999,-2.528,0.0,One Time,68.0,2009-01-01,0.0372,145.999,0.762,2009.0
3202,0.00035800000000000003,['Lady Gaga'],0.626,274213.0,4.570216666666667,0.799,0.0,4lwavw59UjXUPJZtKNdFYp,0.00155,11.0,0.36,-6.612,0.0,Alejandro,63.0,2009-08-05,0.046,98.992,0.369,2009.0
3203,0.159,['Justin Bieber'],0.58,229107.0,3.81845,0.75,0.0,69ghzc538EQSVon2Gm3wrr,0.0,4.0,0.274,-4.421,1.0,One Less Lonely Girl,67.0,2009-01-01,0.194,86.93799999999996,0.728,2009.0
3204,0.0020800000000000003,['Slipknot'],0.382,147840.0,2.464,0.996,0.0,2gscB6kDOmrv1P6qs2KXE3,0.0,7.0,0.417,-4.119,1.0,Wait and Bleed,69.0,2009-09-09,0.104,93.345,0.327,2009.0
3205,0.234,['Jason Aldean'],0.496,238413.0,3.9735500000000004,0.5770000000000001,0.0,25rV6ArwFMht49oONoqSLQ,2.4e-06,9.0,0.109,-5.305,1.0,The Truth,59.0,2009-04-07,0.0257,143.014,0.381,2009.0
3206,0.0163,['Rascal Flatts'],0.541,242027.0,4.033783333333333,0.895,0.0,2F08d4KocfOdWhn7aK3gDI,0.0,2.0,0.5710000000000001,-4.884,1.0,Summer Nights,60.0,2009-01-01,0.0367,102.078,0.657,2009.0
3207,0.0829,['Toby Keith'],0.519,165693.0,2.76155,0.907,0.0,0gjqyr5z7poniYymKRwsCN,1.57e-06,9.0,0.325,-2.681,1.0,American Ride,61.0,2009-10-06,0.0665,174.085,0.794,2009.0
3208,0.267,['John Mayer'],0.584,175480.0,2.9246666666666665,0.509,0.0,0HLWvLKQWpFdPhgk6ym58n,0.00252,2.0,0.36,-13.109000000000002,1.0,Who Says,67.0,2009-11-13,0.0287,90.457,0.3670000000000001,2009.0
3209,0.00455,['Florence + The Machine'],0.574,168667.0,2.8111166666666665,0.7040000000000001,0.0,6u9RqxALwkjJ1ukB1y8vuP,0.0,6.0,0.107,-4.72,1.0,You've Got The Love,60.0,2009,0.0319,109.999,0.368,2009.0
3210,7.120000000000001e-05,['A Day To Remember'],0.507,188813.0,3.1468833333333333,0.933,0.0,5D25Vmd458UZ6n27g76d3l,0.0,0.0,0.105,-4.7,1.0,Have Faith In Me,62.0,2009,0.0868,149.998,0.7140000000000001,2009.0
3211,0.0722,['Kid Cudi'],0.66,227347.0,3.7891166666666667,0.8809999999999999,1.0,1RUTIdTnFs8lHSc0Zr4UJB,3.4e-05,10.0,0.362,-6.119,0.0,Up Up & Away,59.0,2009-01-01,0.0849,120.017,0.586,2009.0
3212,0.435,['John Mayer'],0.6809999999999999,250373.0,4.172883333333333,0.593,0.0,7hR5toSPEgwFZ78jfHdANM,0.000117,5.0,0.106,-9.327,1.0,Half of My Heart,65.0,2009-11-13,0.0251,115.058,0.731,2009.0
3213,0.000235,['Linkin Park'],0.493,268613.0,4.476883333333333,0.8079999999999999,0.0,6Wx88Mv6b9ofjKMKkdwOJd,0.0,5.0,0.0983,-3.365,0.0,New Divide,69.0,2009-06-12,0.0362,117.971,0.38,2009.0
3214,7.35e-05,['A Day To Remember'],0.241,180840.0,3.0140000000000002,0.97,0.0,1fTNpl2mxqHVlLqRNbyDhR,0.0,10.0,0.904,-4.246,0.0,"I'm Made of Wax, Larry, What Are You Made Of?",62.0,2009,0.104,159.93,0.621,2009.0
3215,0.145,['Florence + The Machine'],0.524,255133.0,4.2522166666666665,0.8029999999999999,0.0,0CSTvWUps1YmpQoXXay9ol,0.000191,9.0,0.115,-5.56,0.0,Cosmic Love,59.0,2009,0.0366,140.003,0.0827,2009.0
3216,0.191,['John Mayer'],0.624,269720.0,4.495333333333334,0.5539999999999999,0.0,4gs07VlJST4bdxGbBsXVue,0.00131,2.0,0.299,-8.113,1.0,Heartbreak Warfare,65.0,2009-11-13,0.0225,97.031,0.311,2009.0
3217,0.638,['Kid Cudi'],0.649,210893.0,3.514883333333333,0.659,1.0,78T9DulqSBWqkaxczcGBfk,2.71e-05,0.0,0.359,-8.924,1.0,Man On The Moon,58.0,2009-01-01,0.066,90.991,0.4970000000000001,2009.0
3218,0.201,['Kenny Chesney'],0.48,206227.0,3.437116666666667,0.933,0.0,30ZGbfPsjDNCgL21Qzciuj,0.0,4.0,0.0663,-4.874,1.0,Summertime,58.0,2009-05-19,0.0976,167.976,0.721,2009.0
3219,0.612,['Twenty One Pilots'],0.501,217000.0,3.6166666666666667,0.328,0.0,3FvV3j98xtcylQF1drDc9j,0.0,0.0,0.15,-8.329,1.0,Oh Ms Believer,64.0,2009-12-29,0.0255,73.32600000000002,0.263,2009.0
3220,0.579,['Drake'],0.7490000000000001,188189.0,3.136483333333333,0.476,1.0,0JaVdpmiex2EP7bBzyKVTa,0.0,11.0,0.1,-11.147,0.0,November 18th,61.0,2009,0.507,71.937,0.534,2009.0
3221,0.42,['Kenny Chesney'],0.64,199773.0,3.32955,0.8220000000000001,0.0,4QoZGQ8woaho94v629kVl1,0.000435,9.0,0.14400000000000002,-4.954,1.0,Out Last Night,58.0,2009-05-19,0.041,141.054,0.395,2009.0
3222,0.052000000000000005,['Luke Bryan'],0.498,229253.0,3.820883333333333,0.916,0.0,7DkzLcSXS4KhSvbvIJja3M,1.31e-06,8.0,0.0734,-3.728,1.0,Someone Else Calling You Baby,59.0,2009-01-01,0.0662,115.045,0.35200000000000004,2009.0
3223,8.49e-05,['Breaking Benjamin'],0.358,258253.0,4.304216666666666,0.75,0.0,0c3fJd2HRi6uHWgTljIae5,0.0,3.0,0.113,-3.572,1.0,Dear Agony,60.0,2009-01-01,0.0414,125.103,0.218,2009.0
3224,9.56e-05,['Paramore'],0.436,253947.0,4.23245,0.942,0.0,1a9YW7fATU351ok4zWjU7a,0.000438,9.0,0.209,-2.206,1.0,Brick by Boring Brick,63.0,2009-09-28,0.0496,164.975,0.5,2009.0
3225,0.238,['Twenty One Pilots'],0.816,182000.0,3.033333333333333,0.7659999999999999,0.0,77vDHmiANW3JS2gNN5q7pI,0.0127,5.0,0.0893,-5.176,1.0,Fall Away,64.0,2009-12-29,0.0565,120.011,0.696,2009.0
3226,0.00339,['Panic! At The Disco'],0.366,227093.0,3.784883333333333,0.845,0.0,5psEUJWeJU2BiOYyWdjgxZ,0.0,7.0,0.197,-5.8260000000000005,1.0,New Perspective,58.0,2009-08-21,0.118,164.024,0.545,2009.0
3227,0.008579999999999999,['Three Days Grace'],0.481,243000.0,4.05,0.82,0.0,0LPx8WfsRrXCF92YtINFtN,0.0,8.0,0.0756,-3.508,1.0,World so Cold,60.0,2009-09-22,0.031,139.936,0.345,2009.0
3228,0.546,['Kid Cudi'],0.706,259040.0,4.317333333333334,0.691,1.0,03MWa1FMygR3RrQoQytsjS,1.3e-06,9.0,0.366,-5.86,0.0,Cudi Zone,57.0,2009-01-01,0.0338,134.751,0.597,2009.0
3229,0.00034500000000000004,['Three Days Grace'],0.5479999999999999,173173.0,2.886216666666667,0.911,0.0,55KYlnsC6nYnr3IykbmJwE,0.0,10.0,0.23,-3.701,1.0,The Good Life,60.0,2009-09-22,0.0397,128.036,0.654,2009.0
3230,0.0107,['Drake'],0.35,233560.0,3.8926666666666665,0.845,1.0,6BdgtqiV3oXNqBikezwdvC,0.0,7.0,0.123,-5.614,1.0,Over,63.0,2010-01-01,0.2,99.643,0.45,2010.0
3231,0.452,['Taylor Swift'],0.568,237733.0,3.962216666666667,0.7609999999999999,0.0,5yEPktRqvIhko5QFF3aBhQ,0.0,4.0,0.217,-3.987,1.0,Mean,63.0,2010-10-25,0.0459,163.97400000000005,0.789,2010.0
3232,0.0417,['Eminem'],0.6679999999999999,278640.0,4.644,0.8859999999999999,1.0,0sHW1jXe6Sou3437gJQNGA,0.0,0.0,0.459,-3.474,1.0,Space Bound,69.0,2010-06-18,0.117,142.002,0.503,2010.0
3233,0.000315,['Maroon 5'],0.7040000000000001,216200.0,3.603333333333333,0.81,0.0,6KBYk8OFtod7brGuZ3Y67q,0.0,4.0,0.21600000000000005,-4.874,0.0,Misery,62.0,2010,0.0425,102.98,0.726,2010.0
3234,0.000264,['My Chemical Romance'],0.411,205960.0,3.432666666666667,0.986,1.0,5BB0Jzw60KyfSTyjJqtely,0.00148,8.0,0.371,-2.522,0.0,Na Na Na (Na Na Na Na Na Na Na Na Na),69.0,2010-11-05,0.0583,165.981,0.649,2010.0
3235,0.154,['Mac Miller'],0.657,157540.0,2.6256666666666666,0.845,1.0,2TyjVO7KBdGHBvQxAnFFsa,0.0,11.0,0.294,-4.57,1.0,Kool Aid & Frozen Pizza,65.0,2010-08-13,0.3,89.835,0.706,2010.0
3236,0.00121,['The Black Keys'],0.504,211080.0,3.5180000000000002,0.705,0.0,2MVwrvjmcdt4MsYYLCYMt8,4.12e-06,6.0,0.453,-6.1789999999999985,0.0,Tighten Up,62.0,2010-05-18,0.0665,108.965,0.5670000000000001,2010.0
3237,0.102,['Rihanna'],0.7859999999999999,235520.0,3.9253333333333336,0.716,0.0,6jAsmDJI8iPhGWtS27kZ67,1.7199999999999998e-05,11.0,0.0557,-4.253,0.0,Only Girl (In The World),65.0,2010-11-15,0.0409,125.921,0.595,2010.0
3238,0.069,['Jason Aldean'],0.487,218200.0,3.6366666666666663,0.736,0.0,17X2tSzibD9n9QRjdExcWT,0.0,7.0,0.114,-3.269,1.0,Fly Over States,62.0,2010-11-02,0.0326,81.587,0.184,2010.0
3239,0.131,['Zac Brown Band'],0.5760000000000001,242853.0,4.04755,0.8240000000000001,0.0,5qMEjHgdEgPnmedpBZ1SzO,8.58e-06,8.0,0.0664,-5.473,1.0,Make This Day,63.0,2010-09-20,0.0534,181.973,0.715,2010.0
3240,0.0862,['Kenny Chesney'],0.68,243520.0,4.058666666666666,0.8490000000000001,0.0,3pkzJjJXfdDjhpXx639MIH,0.00013000000000000002,1.0,0.174,-6.475,0.0,Somewhere With You,62.0,2010-09-28,0.0376,111.969,0.536,2010.0
3241,0.00265,['Taylor Swift'],0.624,230707.0,3.8451166666666667,0.757,0.0,0dBW6ZsW8skfvoRfgeerBF,1.87e-06,7.0,0.189,-2.94,1.0,Mine,62.0,2010-10-25,0.0296,121.07,0.6579999999999999,2010.0
3242,0.141,['Katy Perry'],0.638,227893.0,3.798216666666667,0.8320000000000001,0.0,4r6eNCsrZnQWJzzvFh4nlg,0.0,8.0,0.113,-5.039,1.0,Firework,64.0,2010-01-01,0.049,124.071,0.648,2010.0
3243,0.274,['Kanye West'],0.59,280787.0,4.679783333333333,0.5870000000000001,1.0,7yNK27ZTpHew0c55VvIJgm,0.0,5.0,0.16699999999999998,-5.919,1.0,Dark Fantasy,66.0,2010-11-22,0.0457,88.015,0.3670000000000001,2010.0
3244,0.8290000000000001,['Kid Cudi'],0.6729999999999999,260200.0,4.336666666666667,0.403,1.0,2GtaNlidzvK3hY78kCdsHa,0.8290000000000001,8.0,0.272,-9.809,0.0,Marijuana,64.0,2010-01-01,0.0273,140.986,0.54,2010.0
3245,0.117,['Taylor Swift'],0.529,293027.0,4.883783333333333,0.67,0.0,3DrjZArsPsoqbLzUZZV1Id,0.0,2.0,0.334,-4.663,1.0,Back To December,61.0,2010-10-25,0.0303,141.893,0.28600000000000003,2010.0
3246,0.0008119999999999999,['Katy Perry'],0.691,227333.0,3.788883333333333,0.795,0.0,6hkOqJ5mE093AQf2lbZnsG,1.02e-06,1.0,0.156,-4.021,0.0,The One That Got Away,64.0,2010-01-01,0.0355,133.971,0.8759999999999999,2010.0
3247,6.07e-05,['Godsmack'],0.215,315453.0,5.257549999999999,0.911,0.0,36QG29bbGuJkxNgzY6o9Mu,3.47e-06,9.0,0.183,-4.715,1.0,Love-Hate-Sex-Pain,63.0,2010-01-01,0.0394,183.535,0.47,2010.0
3248,0.199,['Justin Bieber'],0.552,232720.0,3.8786666666666667,0.603,0.0,0aPZbnkMoWJaJ5CNVLCj8S,0.0,8.0,0.151,-5.71,1.0,That Should Be Me,68.0,2010-01-01,0.0334,139.908,0.231,2010.0
3249,0.000319,['Disturbed'],0.649,278707.0,4.645116666666667,0.8959999999999999,1.0,4ImIJRZNJhNQLLdUFSYJoS,1.19e-05,10.0,0.102,-2.704,0.0,Down with the Sickness,67.0,2010-03-12,0.056,90.009,0.924,2010.0
3250,0.00249,['Justin Bieber'],0.7140000000000001,220920.0,3.682,0.833,0.0,3rLIv187BhjyweFe89SgLn,0.0,5.0,0.298,-5.239,1.0,Somebody To Love,67.0,2010-01-01,0.0259,129.964,0.6629999999999999,2010.0
3251,0.00267,['Avenged Sevenfold'],0.5670000000000001,245573.0,4.092883333333334,0.946,0.0,0jqblvsI9LBY4irmLVqqEO,0.0,2.0,0.0567,-3.973,0.0,Welcome to the Family,66.0,2010-07-23,0.0935,94.985,0.6990000000000001,2010.0
3252,0.7090000000000001,['Alan Jackson'],0.5579999999999999,271280.0,4.521333333333333,0.314,0.0,1nCSr7oGeUv7sUEoYuAJFF,0.000319,2.0,0.193,-10.623,1.0,Remember When,63.0,2010-11-19,0.0295,125.59,0.267,2010.0
3253,0.15,['Alan Jackson'],0.563,158080.0,2.634666666666667,0.7959999999999999,0.0,2CBRlZtrYrhd8XXFFDSxAl,0.0,4.0,0.355,-7.604,1.0,Little Bitty,63.0,2010-11-19,0.0409,162.88,0.741,2010.0
3254,0.547,['Kid Cudi'],0.614,210587.0,3.509783333333333,0.785,1.0,6hPSal3ragmfUt1I5mKZjn,0.8440000000000001,6.0,0.348,-8.224,0.0,Mojo So Dope,62.0,2010-01-01,0.0673,180.03599999999997,0.853,2010.0
3255,0.0301,['Keith Urban'],0.657,273587.0,4.559783333333333,0.785,0.0,3PY88239tYBnAv5LQoU2oY,4.62e-06,3.0,0.0927,-8.427999999999999,1.0,Long Hot Summer,59.0,2010-01-01,0.037000000000000005,127.987,0.769,2010.0
3256,0.0211,['Drake'],0.627,208947.0,3.48245,0.614,0.0,4BycRneKmOs6MhYG9THsuX,0.0,6.0,0.0286,-6.006,0.0,Find Your Love,60.0,2010-01-01,0.17,96.038,0.758,2010.0
3257,0.563,['Mac Miller'],0.8,164632.0,2.743866666666667,0.569,1.0,29GefKRTSVW3ag4Xegm8jP,0.0,9.0,0.111,-5.104,0.0,Nikes On My Feet,63.0,2010-08-13,0.265,92.063,0.589,2010.0
3258,0.159,['Zac Brown Band'],0.684,214107.0,3.56845,0.715,0.0,2RWoCx917at0tDmpvIyiMH,0.0,6.0,0.181,-6.1320000000000014,1.0,Keep Me in Mind,60.0,2010-09-20,0.0336,96.018,0.564,2010.0
3259,0.163,['Alan Jackson'],0.705,228733.0,3.8122166666666666,0.669,0.0,26iYJEimPCE0ozDlpj0UFN,3.41e-06,9.0,0.0966,-5.974,1.0,Livin' On Love,62.0,2010-11-19,0.0262,118.539,0.6729999999999999,2010.0
3260,0.556,['Mac Miller'],0.522,175783.0,2.9297166666666663,0.725,1.0,6vVftwBiIaM9xDVZhSwTCJ,0.0,5.0,0.799,-5.184,0.0,Senior Skip Day,61.0,2010-08-13,0.302,108.36,0.81,2010.0
3261,0.016,"['Tyler, The Creator']",0.7120000000000001,249333.0,4.15555,0.759,1.0,1zsAAnB6dMpGOvXjoYP9Um,0.0808,11.0,0.217,-5.397,1.0,Yonkers,62.0,2011-05-10,0.334,79.10300000000002,0.738,2011.0
3262,0.000362,['Panic! At The Disco'],0.436,226680.0,3.778,0.893,0.0,5rLi8B8qgk6qThwRnKHW2P,0.0,9.0,0.103,-4.18,0.0,The Ballad of Mona Lisa,68.0,2011-03-18,0.0556,124.113,0.0794,2011.0
3263,0.0507,['Toby Keith'],0.4970000000000001,193133.0,3.2188833333333333,0.701,0.0,7Lmwj2fe8MpGXypOuLGO2C,0.0,9.0,0.103,-5.996,1.0,Made in America,63.0,2011-10-21,0.0306,172.12599999999995,0.376,2011.0
3264,0.0104,['Florence + The Machine'],0.527,277720.0,4.628666666666667,0.804,0.0,4lY95OMGb9WxP6IYut64ir,0.0,10.0,0.105,-4.168,1.0,Shake It Out,63.0,2011-01-01,0.0358,107.486,0.221,2011.0
3265,0.952,['Adele'],0.305,250133.0,4.1688833333333335,0.452,0.0,5O6yk6U8L3rTbFsIwuqe8H,1.6800000000000002e-05,0.0,0.129,-6.077000000000001,0.0,Turning Tables,66.0,2011-01-19,0.0293,79.83,0.21,2011.0
3266,0.6940000000000001,['Ed Sheeran'],0.526,526387.0,8.773116666666665,0.328,0.0,0SuG9kyzGRpDqrCWtgD6Lq,0.0,1.0,0.112,-9.864,1.0,Give Me Love,73.0,2011-09-09,0.0461,116.068,0.11,2011.0
3267,0.119,['Mac Miller'],0.636,165908.0,2.765133333333333,0.901,1.0,3uulVrxiI7iLTjOBZsaiF8,0.0,1.0,0.391,-7.0939999999999985,0.0,Donald Trump,67.0,2011-05-17,0.118,162.994,0.836,2011.0
3268,0.0555,['Drake'],0.5660000000000001,224720.0,3.7453333333333334,0.465,1.0,6Z01gUquJsjJC67uNWm6P0,0.0,2.0,0.5670000000000001,-11.714,1.0,Shot For Me,64.0,2011-11-15,0.235,143.015,0.177,2011.0
3269,0.14300000000000002,['Beyoncé'],0.545,253747.0,4.229116666666667,0.649,0.0,3lBRNqXjPp2j3JMTCXDTNO,1.57e-05,6.0,0.0894,-4.062,1.0,Best Thing I Never Had,70.0,2011-06-24,0.0324,99.099,0.297,2011.0
3270,0.000343,['Lady Gaga'],0.581,320587.0,5.343116666666666,0.772,0.0,0JNdS1n0ifOP25XvhwAMgM,0.0191,9.0,0.11,-6.544,1.0,The Edge Of Glory,63.0,2011-01-01,0.0401,127.952,0.361,2011.0
3271,2.53e-05,['A Day To Remember'],0.342,202640.0,3.377333333333333,0.981,0.0,3imITUqEhkebNbOoS1yrWm,0.0,2.0,0.343,-3.228,0.0,All I Want,67.0,2011-10-01,0.14,160.083,0.207,2011.0
3272,0.308,['Beyoncé'],0.665,212147.0,3.5357833333333333,0.787,0.0,3axkNosdVQLZiq1HakuGhc,0.0,5.0,0.219,-5.73,1.0,Countdown,66.0,2011-06-24,0.151,167.34900000000005,0.6990000000000001,2011.0
