,acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
358,0.101,['Muse'],0.149,252867.0,4.21445,0.885,0.0,6z0QCh7CTU9bE5C7TAHK4R,0.00922,6.0,0.247,-5.437,1.0,Apocalypse Please,51.0,2004-03-23,0.0429,160.03,0.181,2004.0
359,0.132,['Modest Mouse'],0.654,163427.0,2.723783333333333,0.7859999999999999,1.0,0UhIdavKe4EQSJCTPd6wQa,0.0,0.0,0.0756,-4.697,1.0,Black Cadillacs,42.0,2004-04-05,0.0879,120.097,0.8059999999999999,2004.0
360,0.279,['George Strait'],0.5820000000000001,180827.0,3.0137833333333335,0.637,0.0,3BbPUWBt31tFu1rZ5AIOqC,3.58e-06,5.0,0.123,-8.913,1.0,You Know Me Better Than That,41.0,2004-01-01,0.0276,182.54,0.5720000000000001,2004.0
361,0.451,['George Strait'],0.721,198147.0,3.30245,0.438,0.0,5WBS1ZCeo1z5CZU2FQjTDb,8.31e-05,0.0,0.274,-9.818,1.0,I Just Want To Dance With You,41.0,2004-01-01,0.0283,113.956,0.504,2004.0
362,0.0007610000000000001,['Godsmack'],0.478,217867.0,3.6311166666666663,0.763,0.0,47QnDzIIjn0jj1wbfw3JPN,0.0,6.0,0.0682,-6.194,1.0,Touché - Acoustic,43.0,2004-03-01,0.0237,90.065,0.27,2004.0
363,0.779,['Modest Mouse'],0.47,139307.0,2.3217833333333333,0.635,0.0,5b9lH8ThEcXGWsBM3TqAi5,0.0,7.0,0.562,-5.716,0.0,This Devil's Workday,43.0,2004-04-05,0.0446,210.025,0.913,2004.0
364,0.341,['George Strait'],0.62,141827.0,2.363783333333333,0.252,0.0,2Ly0edLuBBA8ikiISfOIaP,0.0,8.0,0.0985,-12.925,1.0,Let's Fall To Pieces Together - Edit,41.0,2004-01-01,0.0252,93.899,0.459,2004.0
365,0.141,['Jay Chou'],0.6559999999999999,251573.0,4.1928833333333335,0.677,0.0,2ZlUyEiq09jls3eyk6mjau,0.00153,11.0,0.175,-6.848,1.0,園遊會,50.0,2004-08-03,0.0301,122.026,0.608,2004.0
366,0.000207,['Avril Lavigne'],0.409,179360.0,2.9893333333333336,0.855,0.0,0VRxqpFICUHJKuWx9sQrm6,2.81e-05,7.0,0.0818,-3.599,1.0,He Wasn't,53.0,2004,0.0477,172.91099999999997,0.66,2004.0
367,0.0315,['Eminem'],0.727,169587.0,2.82645,0.606,1.0,27eOHLIdWzqzZawiRSEi9s,2.15e-06,0.0,0.17600000000000002,-4.843,1.0,Ricky Ticky Toc,46.0,2004-11-12,0.412,172.06799999999996,0.52,2004.0
368,0.502,['George Strait'],0.688,158560.0,2.6426666666666665,0.349,0.0,62KaE3KzFuOn7k1jgoUU78,0.0,2.0,0.189,-11.88,1.0,It Ain't Cool To Be Crazy About You,41.0,2004-01-01,0.0269,92.343,0.487,2004.0
369,0.0444,['Rascal Flatts'],0.499,232933.0,3.8822166666666664,0.836,0.0,6auiH9VbLDcNesc5AnCYRA,0.0,4.0,0.0843,-5.348,1.0,Where You Are,42.0,2004-01-01,0.0325,88.001,0.5429999999999999,2004.0
370,9.89e-05,['Breaking Benjamin'],0.462,254787.0,4.24645,0.871,1.0,2lpcY0lROi0khLsnBCMp1W,0.0,0.0,0.107,-4.448,1.0,Simple Design,43.0,2004-01-01,0.0636,183.929,0.509,2004.0
371,0.733,['John Williams'],0.65,97227.0,1.6204500000000002,0.146,0.0,1woL1W9wp2tKz9cFyc4NUm,0.0,2.0,0.0482,-20.889,0.0,Double Trouble,50.0,2004-05-25,0.0343,91.993,0.68,2004.0
372,0.483,['Rascal Flatts'],0.484,261267.0,4.35445,0.299,0.0,0NB8Y8TXV0UTUoq9XHuOIr,0.000112,2.0,0.145,-9.903,1.0,Skin (Sarabeth),41.0,2004-01-01,0.0286,139.87,0.232,2004.0
373,0.000232,['Slipknot'],0.311,288320.0,4.8053333333333335,0.993,1.0,61KpjCXatXtHSv7z9hsv7B,9.78e-06,7.0,0.2,-2.484,1.0,Three Nil,48.0,2004,0.2,114.273,0.105,2004.0
374,0.565,['Jay Chou'],0.7140000000000001,299627.0,4.993783333333334,0.7,0.0,1jEAOrekJF0h2Rvf6mpCLd,2.1e-06,11.0,0.387,-5.2970000000000015,1.0,髮如雪,53.0,2005-11-01,0.0517,116.051,0.35200000000000004,2005.0
375,0.308,['50 Cent'],0.688,201827.0,3.363783333333333,0.733,1.0,6dWNtdXVsT4t5oqN4rpN2U,0.0,9.0,0.159,-4.365,1.0,Outta Control,52.0,2005-03-03,0.156,96.036,0.483,2005.0
376,0.00518,['Arctic Monkeys'],0.494,180640.0,3.0106666666666664,0.5870000000000001,0.0,4HaASIdQNzTdplQ9zJeLwp,0.0,9.0,0.0892,-7.322999999999999,1.0,Bigger Boys and Stolen Sweethearts,43.0,2005-11-29,0.0324,131.774,0.605,2005.0
377,0.467,['A Day To Remember'],0.328,269000.0,4.483333333333333,0.63,0.0,0GKVXlUPIYQMiCVgJkTkfu,9.72e-05,2.0,0.539,-9.991,1.0,You Had Me At Hello,42.0,2005-05-10,0.0311,169.84799999999996,0.423,2005.0
378,0.76,['Kenny Chesney'],0.535,324400.0,5.406666666666666,0.337,0.0,6EcFGkWSXRFr4GsErroGWT,2.14e-05,3.0,0.0693,-12.688,1.0,Something Sexy About the Rain,43.0,2005-01-25,0.0318,78.947,0.21,2005.0
379,0.00024700000000000004,['Nickelback'],0.48,241720.0,4.028666666666667,0.956,0.0,6u84UiQ3TRczfYTDVYrz7S,0.00164,7.0,0.0425,-2.649,1.0,Someone That You're With,42.0,2005-09-26,0.0765,75.99,0.6509999999999999,2005.0
380,0.0477,['50 Cent'],0.765,231587.0,3.859783333333333,0.608,1.0,2UPiF4dyPTBKJYrvekbbis,0.00141,4.0,0.0644,-5.692,0.0,Ryder Music,49.0,2005-03-03,0.266,91.068,0.644,2005.0
381,0.00133,['Avenged Sevenfold'],0.468,406427.0,6.773783333333333,0.929,0.0,5fArVBrjtT7UPIQ8j2yQnJ,1.54e-06,5.0,0.29600000000000004,-3.787,1.0,Betrayed,47.0,2005-06-06,0.0556,130.009,0.515,2005.0
382,0.277,['50 Cent'],0.604,237613.0,3.9602166666666667,0.737,1.0,7t67S1XHT4jU0GCkruG34R,0.0,7.0,0.305,-6.174,1.0,Hustler's Ambition,50.0,2005-01-01,0.292,88.243,0.6829999999999999,2005.0
383,0.0529,['Beyoncé'],0.81,235387.0,3.9231166666666666,0.386,0.0,5UhR5ud9gS6n0PgzsjZmQd,0.00944,1.0,0.0969,-7.846,1.0,Kitty Kat,44.0,2006-09-04,0.311,157.91899999999995,0.506,2006.0
384,0.229,['Toby Keith'],0.628,178840.0,2.9806666666666666,0.8959999999999999,0.0,408wKFP7qp6ALbjcex2t9k,0.0,2.0,0.365,-4.132,1.0,Get Drunk And Be Somebody,45.0,2006-01-01,0.0557,128.06,0.6659999999999999,2006.0
385,0.00255,['Rascal Flatts'],0.561,275587.0,4.593116666666666,0.932,0.0,5Qe0ZZzG24zLx7vfWQilVu,0.0,5.0,0.14400000000000002,-5.563,1.0,"Life is a Highway - From ""Cars""/Soundtrack Version",43.0,2006-01-01,0.0614,103.04,0.586,2006.0
386,0.391,['Jay Chou'],0.7190000000000001,263973.0,4.3995500000000005,0.64,0.0,0TDnUtKMOJruB90aDEMsDR,6.52e-05,10.0,0.11,-6.615,1.0,聽媽媽的話,53.0,2006-09-05,0.0287,92.989,0.595,2006.0
387,0.725,['Marc Anthony'],0.41,296013.0,4.933549999999999,0.805,0.0,10Hh9lle7aae8A0qrXfOgE,0.0,8.0,0.333,-7.108,1.0,Contra La Corriente,48.0,2006-01-01,0.0523,180.561,0.73,2006.0
388,0.055,['South Park Mexican'],0.61,267880.0,4.464666666666667,0.652,1.0,1CZSc2C399eXgTD977JZF0,0.0,6.0,0.104,-4.918,0.0,If I Die,43.0,2006-10-03,0.136,85.875,0.293,2006.0
389,0.89,['Alan Jackson'],0.363,116200.0,1.9366666666666668,0.277,0.0,1RMAY4FuX9P5EwLEnY2WJ0,0.0,0.0,0.115,-11.312,1.0,Blessed Assurance,46.0,2006,0.0606,204.36,0.319,2006.0
390,0.142,['South Park Mexican'],0.545,266160.0,4.436000000000001,0.695,1.0,2SmHy0IrYoF27bvhgTEvke,0.0,1.0,0.381,-7.841,1.0,SPM Diaries,43.0,2006-10-03,0.455,81.47,0.5870000000000001,2006.0
391,0.00384,['Arctic Monkeys'],0.58,130813.0,2.1802166666666665,0.972,0.0,5ojVq0bohB1uEEMga1IO3j,0.0,11.0,0.29600000000000004,-4.274,0.0,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,43.0,2006-02-21,0.0589,105.492,0.926,2006.0
392,1.07e-05,['Godsmack'],0.522,277960.0,4.632666666666666,0.915,0.0,4mdLhNq7wQqzBV1QjJYOyW,3.9299999999999986e-05,5.0,0.14400000000000002,-6.197,1.0,No Rest For The Wicked,45.0,2006-01-01,0.0338,105.682,0.55,2006.0
393,0.977,['The Killers'],0.485,49907.0,0.8317833333333333,0.205,0.0,4pTvgNra8siMoIT8u3epTr,0.0168,11.0,0.165,-15.733,1.0,Enterlude,50.0,2006-10-02,0.0524,135.019,0.338,2006.0
394,0.7809999999999999,['Marc Anthony'],0.504,291987.0,4.86645,0.487,0.0,43eajaKyhaOeptEKAQFn1O,1.3e-06,2.0,0.11,-8.669,0.0,No Me Conoces,47.0,2006-01-01,0.0402,110.478,0.662,2006.0
395,0.00983,['Taylor Swift'],0.477,244080.0,4.0680000000000005,0.758,0.0,0T2kNwYw4Z7rhziNRNsjfO,0.0,4.0,0.203,-3.889,0.0,Should've Said No,52.0,2006-10-24,0.0285,167.935,0.53,2006.0
396,8.290000000000001e-05,['Rise Against'],0.28,220493.0,3.6748833333333333,0.983,1.0,5QdGtvqKitrxvF2OsX4bU9,0.000677,8.0,0.363,-4.181,1.0,Survive,44.0,2006-01-01,0.135,102.029,0.35600000000000004,2006.0
397,0.0642,['Britney Spears'],0.7340000000000001,285080.0,4.751333333333333,0.856,0.0,0PGxTaUcMggyJxTyLy0uOx,0.000475,6.0,0.0442,-4.592,0.0,Get Naked (I Got a Plan),52.0,2007-10-25,0.056,115.027,0.67,2007.0
398,0.108,['Keith Urban'],0.568,234213.0,3.90355,0.723,0.0,0capI6Wr0SYGiZ4fxvz5Gq,0.0,4.0,0.183,-5.439,1.0,Raining On Sunday,46.0,2007-01-01,0.0302,134.001,0.449,2007.0
399,6.53e-05,['Daft Punk'],0.58,290840.0,4.847333333333333,0.7859999999999999,0.0,1E8S3CSv20KrKT0C1yAjkO,0.207,6.0,0.461,-9.979,1.0,Television Rules the Nation / Crescendolls,50.0,2007-11-16,0.0675,126.004,0.5579999999999999,2007.0
400,0.0316,['Kanye West'],0.643,237440.0,3.957333333333333,0.623,0.0,2QK4nswjBvmwBXTOLFodDA,0.0,6.0,0.405,-7.605,0.0,Flashing Lights,45.0,2007-09-11,0.0391,90.486,0.436,2007.0
401,0.00034,['Avenged Sevenfold'],0.395,321040.0,5.350666666666667,0.963,0.0,3fDV1GHwjDNhWEMDKupa9Q,0.000303,2.0,0.114,-4.3610000000000015,1.0,Walk,48.0,2007-07-10,0.103,120.729,0.513,2007.0
402,0.00494,['Daft Punk'],0.52,329653.0,5.494216666666667,0.545,0.0,4IdiGMOzEYXOh2897XOV8i,0.285,11.0,0.464,-12.67,0.0,Touch It / Technologic,50.0,2007-11-16,0.158,121.78,0.233,2007.0
403,0.0192,['Fall Out Boy'],0.583,246533.0,4.108883333333333,0.922,0.0,1CRVvwUopaV42bAEvoh194,3.19e-05,11.0,0.614,-3.843,1.0,I've Got All This Ringing In My Ears And None On My Fingers,47.0,2007-01-01,0.0387,101.989,0.4,2007.0
404,0.000377,['Five Finger Death Punch'],0.243,224093.0,3.7348833333333333,0.956,1.0,4lhrVGMeZcHB8SfAMo7JuA,0.0,0.0,0.263,-4.631,1.0,Ashes,43.0,2007-07-31,0.18,179.701,0.0927,2007.0
405,0.6,['Beyoncé'],0.29,282360.0,4.706,0.574,0.0,6p3RSoc1B77D6sJT4vtVZ4,0.0,6.0,0.149,-5.3870000000000005,1.0,Resentment,48.0,2007-05-29,0.112,197.431,0.48,2007.0
406,0.611,['Taylor Swift'],0.664,245347.0,4.0891166666666665,0.447,0.0,5YbZZ2gYfvW1UvHHF4pVaD,1e-06,1.0,0.139,-8.535,1.0,The Best Day,44.0,2008-11-11,0.0292,126.079,0.364,2008.0
407,0.16899999999999998,['Taylor Swift'],0.476,237600.0,3.96,0.816,0.0,0xvsgzM8AtBtRHZm5rav8A,0.0,4.0,0.238,-4.279,1.0,The Other Side Of The Door,44.0,2008-11-11,0.0347,163.847,0.469,2008.0
408,0.695,['Coldplay'],0.218,378853.0,6.314216666666667,0.295,0.0,0guzngk1qWk5sgdYbThEGI,0.738,8.0,0.16399999999999998,-10.61,1.0,Death and All His Friends,50.0,2008-05-26,0.0312,129.925,0.0804,2008.0
409,0.00242,['Beyoncé'],0.479,215440.0,3.5906666666666665,0.763,0.0,53hNzjDClsnsdYpLIwqXvn,0.0353,8.0,0.383,-8.954,1.0,Video Phone,49.0,2008-11-14,0.17800000000000002,84.76899999999998,0.608,2008.0
410,0.00053,['Rise Against'],0.377,199000.0,3.316666666666667,0.974,0.0,11vEmUTnR1RbTBJiBJbs2j,2.7000000000000004e-06,6.0,0.0776,-2.877,0.0,Collapse (Post-Amerika),51.0,2008-01-01,0.0966,157.489,0.562,2008.0
411,0.0502,['Lady Gaga'],0.752,263360.0,4.389333333333334,0.84,0.0,0LtZYj18X8mpZ2M6A7nA8t,1.07e-06,1.0,0.227,-5.047,1.0,Paper Gangsta,46.0,2008-01-01,0.0786,98.969,0.574,2008.0
412,8.1e-05,['Katy Perry'],0.7020000000000001,223227.0,3.72045,0.8390000000000001,0.0,22Lg6vvMS2JC07aAjsGvtU,0.0,7.0,0.07200000000000001,-3.992,1.0,Hot N Cold,52.0,2008-09-09,0.0439,132.007,0.856,2008.0
413,0.0388,['The Killers'],0.535,253653.0,4.22755,0.8420000000000001,0.0,4gsOR9hEmZqJF8BSLKuHUA,2.2e-05,11.0,0.386,-5.624,1.0,Losing Touch,52.0,2008-11-18,0.0508,117.966,0.414,2008.0
414,0.0217,['John Mayer'],0.421,267400.0,4.456666666666666,0.759,0.0,2Rvhjn78vg0rnuBHCdtz9P,0.0,7.0,0.959,-6.739,1.0,"Why Georgia - Live at the Nokia Theatre, Los Angeles, CA - December 2007",50.0,2008,0.034,99.431,0.418,2008.0
415,0.0303,['50 Cent'],0.7070000000000001,195680.0,3.2613333333333334,0.885,1.0,4lyphUu7lt4KKuf8jZKjjh,0.0,11.0,0.311,-2.635,0.0,Get Up,55.0,2008-01-01,0.174,92.435,0.405,2008.0
416,0.73,['John Williams'],0.422,305640.0,5.093999999999999,0.35100000000000003,0.0,5duZVZ4m1TaJDTCbeHG8TG,0.904,0.0,0.0784,-13.002,1.0,Raiders March,53.0,2008-05-20,0.0352,132.317,0.168,2008.0
417,0.000189,['Slipknot'],0.361,361533.0,6.02555,0.992,1.0,5rAIqtGPZNiCojmpRjuZW5,0.0006129999999999999,11.0,0.285,-2.69,1.0,Gematria (The Killing Name),50.0,2008-08-22,0.136,101.579,0.32,2008.0
418,0.0102,['Coldplay'],0.289,149133.0,2.4855500000000004,0.662,0.0,1rkbMXhEjIytsUGbhoR5pn,0.944,9.0,0.498,-10.482,1.0,Life in Technicolor,50.0,2008-05-26,0.0347,131.053,0.254,2008.0
419,0.13699999999999998,['Slipknot'],0.482,345693.0,5.76155,0.7509999999999999,0.0,7bhfCl1a1InaSy8NOWVswk,0.0,4.0,0.162,-4.993,1.0,'Til We Die,51.0,2008-08-22,0.0467,148.048,0.521,2008.0
420,0.3670000000000001,['Taylor Swift'],0.61,261453.0,4.35755,0.531,0.0,14Bljc3pOOG0xQX3wqhLN9,0.0,2.0,0.35100000000000003,-6.1229999999999976,1.0,SuperStar,44.0,2008-11-11,0.0239,85.979,0.228,2008.0
421,0.847,['Death Cab for Cutie'],0.362,225200.0,3.753333333333333,0.138,0.0,204974mkLcxFNtq6EXLsJx,0.000468,0.0,0.11,-12.201,1.0,The Ice Is Getting Thinner,47.0,2008-04-29,0.0421,79.425,0.0752,2008.0
422,0.438,['Shinedown'],0.413,222200.0,3.703333333333333,0.445,0.0,14nPkCloT4okRWFmJx9YNF,0.0,1.0,0.111,-7.258999999999999,0.0,Call Me,46.0,2008-06-24,0.025,95.562,0.117,2008.0
423,0.475,['Adele'],0.774,195653.0,3.260883333333333,0.594,0.0,14py9btSdtwWqZiZ2xN6YM,0.0,4.0,0.145,-7.461,0.0,My Same,47.0,2008-01-28,0.155,126.566,0.705,2008.0
424,0.0592,['Zac Brown Band'],0.758,231880.0,3.8646666666666665,0.934,0.0,484AGK8CTaWTmIWmA3DL7C,0.000114,5.0,0.0426,-5.484,0.0,Sic 'Em on a Chicken,45.0,2008-11-17,0.0382,113.046,0.728,2008.0
425,0.438,['Shinedown'],0.413,222200.0,3.703333333333333,0.445,0.0,0pEtR0kQvGsfXu9F9I2NWG,0.0,1.0,0.111,-7.258999999999999,0.0,Call Me,44.0,2008-06-24,0.025,95.562,0.117,2008.0
426,0.149,['Eminem'],0.862,248200.0,4.136666666666667,0.936,1.0,7wuY9kPzREAC9OR7KScoli,0.0,10.0,0.551,-5.782,0.0,Hello,52.0,2009-05-15,0.189,96.0,0.718,2009.0
427,0.175,['Glee Cast'],0.311,244333.0,4.072216666666667,0.637,0.0,36EjGAZQMh8QFx7gdESSgr,0.0,7.0,0.483,-6.303,1.0,Keep Holding On (Glee Cast Version),56.0,2009-11-02,0.0347,160.745,0.102,2009.0
428,0.075,['Eric Church'],0.7,162493.0,2.7082166666666665,0.841,0.0,5U6m7lVxlXhVW861s8S8Qu,2.9100000000000013e-05,0.0,0.392,-4.7639999999999985,1.0,Without You Here,45.0,2009-01-01,0.0323,116.982,0.825,2009.0
429,0.0014,['Three Days Grace'],0.234,188080.0,3.134666666666667,0.835,0.0,4Rtc87aysfzgqRMFcSqWme,0.0,0.0,0.14300000000000002,-3.952,1.0,Life Starts Now,49.0,2009-09-22,0.0446,162.064,0.32299999999999995,2009.0
430,0.0129,['Arctic Monkeys'],0.34,210667.0,3.5111166666666667,0.922,0.0,141YScqYkYhHPpqWhIBebc,2.39e-06,3.0,0.226,-5.189,1.0,Dangerous Animals,45.0,2009-08-25,0.18,125.363,0.532,2009.0
431,0.0371,['Green Day'],0.556,236533.0,3.9422166666666665,0.486,0.0,5TpPSTItCwtZ8Sltr3vdzm,1.45e-06,2.0,0.16399999999999998,-7.1389999999999985,1.0,Last Night on Earth,50.0,2009-05-15,0.0329,119.955,0.243,2009.0
432,0.00031800000000000003,['Lady Gaga'],0.557,234867.0,3.91445,0.772,0.0,1NrfEZrNm0Dq8ulfYMxwSc,0.00234,0.0,0.17600000000000002,-5.0680000000000005,1.0,So Happy I Could Die,54.0,2009-11-05,0.0304,99.967,0.324,2009.0
433,0.0032,['Three Days Grace'],0.468,292013.0,4.866883333333333,0.883,0.0,3THZtwFfwGqnJPLdtkbesl,0.0,8.0,0.092,-3.804,1.0,Someone Who Cares,49.0,2009-09-22,0.0364,98.147,0.119,2009.0
434,0.354,['John Mayer'],0.763,255120.0,4.252,0.428,0.0,1Jc3tGa11ITNgph0yewlqn,0.0889,6.0,0.106,-13.486,0.0,War of My Life,50.0,2009-11-13,0.032,117.938,0.474,2009.0
435,0.141,['Eminem'],0.634,227187.0,3.7864500000000003,0.601,1.0,4R2ibsoF3A9Tv64DjEfyj9,0.0,6.0,0.326,-5.614,0.0,Careful What You Wish For,51.0,2009-05-15,0.429,68.423,0.601,2009.0
436,0.244,['Florence + The Machine'],0.561,248507.0,4.141783333333334,0.413,0.0,5WnYyCWBbJyLChmd2sbZK9,3.33e-06,0.0,0.142,-6.45,1.0,Between Two Lungs,45.0,2009,0.0507,150.061,0.402,2009.0
437,8.63e-05,['Paramore'],0.445,198747.0,3.31245,0.968,0.0,0ZgpvjwRIwTEUkDPWHhTE3,0.00202,4.0,0.309,-3.559,1.0,Where the Lines Overlap,48.0,2009-09-28,0.103,159.977,0.629,2009.0
438,0.0767,['Florence + The Machine'],0.5479999999999999,199387.0,3.3231166666666665,0.716,0.0,3fNuoybebaufvtFBo5TDWO,1.66e-06,2.0,0.0873,-5.756,1.0,Addicted To Love,45.0,2009,0.0706,110.085,0.35600000000000004,2009.0
439,0.127,['Eminem'],0.8079999999999999,246640.0,4.110666666666666,0.721,1.0,1NcKKXrDTdCMaiVJkEknqr,0.0,10.0,0.36,-4.685,0.0,Same Song & Dance,51.0,2009-05-15,0.228,101.982,0.213,2009.0
440,0.16399999999999998,['Florence + The Machine'],0.612,176160.0,2.936,0.726,0.0,2ZdWa7qK1fe0dUSP6mJj4e,0.0,9.0,0.0853,-6.242000000000001,0.0,My Boy Builds Coffins,44.0,2009,0.07400000000000001,122.057,0.183,2009.0
441,4.53e-06,['Five Finger Death Punch'],0.487,196413.0,3.27355,0.973,1.0,6emqKI685TniB3SUER57JO,0.0263,6.0,0.206,-3.584,1.0,Bulletproof,43.0,2009-09-22,0.16,148.041,0.26,2009.0
442,0.11,['Florence + The Machine'],0.512,275533.0,4.592216666666667,0.7929999999999999,0.0,4tUOFydV4QoeqZOIoxzHNk,0.0105,9.0,0.342,-6.124,0.0,Blinding,44.0,2009,0.0381,108.052,0.268,2009.0
443,0.251,['Eminem'],0.727,392827.0,6.547116666666667,0.696,1.0,6XaqawNmeeScjVLAv4Fx6l,0.0,5.0,0.0726,-4.472,0.0,Beautiful,49.0,2009-05-15,0.0706,132.077,0.467,2009.0
444,0.302,['Brad Paisley'],0.446,241680.0,4.0280000000000005,0.947,0.0,3qrE75eXkASxoMG8wJvWSk,0.000692,4.0,0.0979,-6.5939999999999985,1.0,The World,48.0,2010-11-02,0.052000000000000005,176.798,0.88,2010.0
445,0.0428,['Kings of Leon'],0.488,170960.0,2.8493333333333335,0.7490000000000001,0.0,3NMU74T6ZvZQ8KJayrCWPo,0.0008449999999999999,1.0,0.105,-5.73,0.0,Beach Side,52.0,2010-10-19,0.03,170.69,0.48,2010.0
446,0.596,['Maroon 5'],0.502,240787.0,4.013116666666667,0.412,0.0,3M1aZaO65nz2yuA5g8LIVQ,0.0,3.0,0.0969,-8.262,1.0,If I Ain’t Got You - Live,48.0,2010,0.027000000000000003,114.344,0.221,2010.0
447,0.5760000000000001,['Tame Impala'],0.455,225893.0,3.764883333333333,0.8420000000000001,0.0,4Bj7sPp72rZs5xZb8Z1RtP,0.0236,11.0,0.16,-5.996,1.0,I Don't Really Mind,47.0,2010-05-21,0.0867,136.958,0.27,2010.0
448,9.16e-05,['My Chemical Romance'],0.463,230427.0,3.8404499999999997,0.961,1.0,3CX5UKLQ9zqorQDx00Sbgt,0.0262,4.0,0.0499,-3.591,0.0,"Save Yourself, I'll Hold Them Back",51.0,2010-11-05,0.16899999999999998,136.9,0.269,2010.0
449,0.198,['Tim McGraw'],0.479,201600.0,3.36,0.698,0.0,4tE2mbW2qM0PGOj7yZzvqO,0.0,7.0,0.126,-7.914,1.0,Where The Green Grass Grows,46.0,2010-11-30,0.0277,159.69899999999996,0.6729999999999999,2010.0
450,0.219,['Rihanna'],0.475,251600.0,4.193333333333333,0.5770000000000001,0.0,1ceiWukdMtlzOFhiAMluOj,0.0,7.0,0.121,-3.979,1.0,California King Bed,47.0,2010-11-16,0.0341,169.89700000000005,0.319,2010.0
451,0.0598,['Keith Urban'],0.457,216867.0,3.6144499999999997,0.846,0.0,5B25Jpgu62IX8w1YtLibuA,0.0,4.0,0.34,-8.547,1.0,You Gonna Fly,45.0,2010-01-01,0.0477,177.35299999999995,0.851,2010.0
452,0.00013000000000000002,['Disturbed'],0.575,258120.0,4.3020000000000005,0.913,0.0,1lgQ7wpNDxSukuT4cgYrfW,0.000113,1.0,0.0477,-4.0280000000000005,1.0,Shout 2000,52.0,2010-03-12,0.0476,98.005,0.42,2010.0
453,0.484,['Alan Jackson'],0.591,225227.0,3.7537833333333332,0.334,0.0,1Bucr8Wk891tg8mP6wtdSW,3.24e-06,2.0,0.11,-8.3,0.0,Midnight In Montgomery,46.0,2010-11-19,0.0276,139.965,0.145,2010.0
454,0.0209,['Drake'],0.625,208947.0,3.48245,0.613,0.0,18PSaTJMLkFNWnW0NWdOAW,0.0,6.0,0.0286,-6.005,0.0,Find Your Love,56.0,2010-01-01,0.173,96.033,0.738,2010.0
455,0.105,['Brad Paisley'],0.476,282227.0,4.703783333333333,0.443,0.0,1LONTBZZRxDVx4wEvdcCLd,7.97e-06,9.0,0.123,-7.563,1.0,He Didn't Have to Be,47.0,2010-11-02,0.0282,72.888,0.165,2010.0
456,0.873,['Daft Punk'],0.104,148013.0,2.4668833333333335,0.0818,0.0,3vYg8WcDdRyiHfOpfjqlTa,0.976,1.0,0.132,-14.773,1.0,Overture,47.0,2010-01-01,0.0483,72.639,0.0378,2010.0
457,0.000937,['Maroon 5'],0.753,180293.0,3.0048833333333334,0.8240000000000001,0.0,2TRuBFYZYw0Q7qIVBhqR1T,0.00018,0.0,0.141,-4.301,1.0,Give A Little More,47.0,2010,0.0385,117.95,0.937,2010.0
458,0.0005650000000000001,['Godsmack'],0.5579999999999999,227307.0,3.7884499999999997,0.955,0.0,5tm6PaYvkJdlWkVC5b1Am5,0.0,7.0,0.0975,-4.577,1.0,Whiskey Hangover,47.0,2010-01-01,0.0517,130.805,0.478,2010.0
459,0.246,['Toby Keith'],0.6629999999999999,173693.0,2.8948833333333335,0.83,0.0,2CdGhu82tkVWkXDPyJCiwU,1.41e-06,7.0,0.285,-4.584,1.0,Trailerhood,47.0,2010-10-04,0.039,98.022,0.866,2010.0
460,0.598,['Grupo Laberinto'],0.7829999999999999,196987.0,3.2831166666666665,0.5,0.0,1yEXdxOkSVCbyLJeGhczlU,1.59e-06,2.0,0.0405,-4.823,1.0,El Cuaco De Namiquipa,49.0,2010-04-29,0.0452,105.496,0.961,2010.0
461,0.0882,['Brad Paisley'],0.557,289413.0,4.82355,0.856,0.0,0UCQ9RkNu2cjZclKFMwvEL,0.0326,7.0,0.6809999999999999,-5.294,1.0,Online,47.0,2010-11-02,0.0687,133.52700000000002,0.846,2010.0
462,0.302,['Daft Punk'],0.5479999999999999,96747.0,1.61245,0.496,0.0,4Bvxi5oUS3M4DezTfsd5pp,0.135,1.0,0.321,-13.466,1.0,The Grid,47.0,2010-01-01,0.0355,102.062,0.0973,2010.0
463,0.0284,['Taylor Swift'],0.485,241813.0,4.030216666666666,0.7170000000000001,0.0,1P5QpwOgXJuoVTm3CWbnLY,5.63e-06,7.0,0.14,-4.54,1.0,Today Was A Fairytale - US Version,45.0,2010-01-01,0.0321,158.047,0.35600000000000004,2010.0
464,0.0833,['Justin Bieber'],0.754,212573.0,3.5428833333333336,0.65,0.0,1xgN9KBVVoTNygpYjpXnvH,0.0,10.0,0.177,-6.046,0.0,Runaway Love,51.0,2010-01-01,0.0316,104.023,0.924,2010.0
465,0.481,['Daft Punk'],0.5770000000000001,157707.0,2.62845,0.539,0.0,0sl4vCvb4kyAnTDGqN94pb,0.575,1.0,0.108,-14.684,1.0,Recognizer,47.0,2010-01-01,0.0404,103.993,0.0578,2010.0
466,0.0826,['Taylor Swift'],0.436,242080.0,4.034666666666667,0.95,0.0,28M2gifMU282QBM3fKajIS,1.08e-06,5.0,0.149,-2.627,1.0,Haunted,45.0,2010-10-25,0.057,162.088,0.35200000000000004,2010.0
